cuvant,fisier,total_aparitii,contexte
Dorna,HAIRO_MatasaC_MovilaHaiducului.txt,1,stăpân un răvaș veni delă Dorna . aștepta trimis aici “
Dorohoi,HAIRO_PopescuND_CodreanulHaiducul.txt,1,în trei zi din inimă dorohoi ? detune tandură . —
Dorohoi,HAIRO_PopescuND_BoieriiHaiduci.txt,1,"cu vită gras aduna din Dorohoi , Botoșani și Suceava ,"
Dorohoi,HAIRO_Anonim_BanditulGrozea.txt,1,( un comun din district Dorohoi din Moldova ) sine întoarce
Dorohoi,HAIRO_PopescuND_BujorHaiducul.txt,4,"și cu duoi visternică la Dorohoi , ca să aduce un ||| ca să veni de la Dorohoi , trimite el mult și ||| al țeră , adică spre Dorohoi și spre Covurlui pe unde ||| . totă Moldova de la Dorohoi la Galați și de la"
Dorohoi,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,1,de la focșan până la Dorohoi cu Bucovina cu tot care
Dragoslavele,HAIRO_BaronziG_MinaHaiduceasa.txt,4,"întru uă cârciumă din sat Dragoslavele , care fi în apropiere ||| face cât unul singur din Dragoslavele pe care el cunoaște eu ||| afla preot la biserică din Dragoslavele , el avea tot aduna ||| ce prăda pe preot din Dragoslavele , despre putere armat ce"
Dumbrăveni,HAIRO_MarcuA_GhitaCatanuta.txt,1,"pe șosea care duce spre Dumbrăveni , la un kilometru numai"
Dumbrăveni,HAIRO_RosettiR_CuPalosul.txt,1,"Helegiu , Stan balțat din Dumbrăveni și Năstasă lene din Ruginești"
Făgăraș,HAIRO_RosettiR_CuPalosul.txt,1,"avea face Basarabii , delă Făgăraș , vrea să întemeia un"
Făgăraș,HAIRO_MarcuA_Haiducul.txt,1,", eu el trimete în Făgăraș ; de el fi poter"
Fălciu,HAIRO_PopescuND_CodreanulHaiducul.txt,1,"Botoșani , Țărăngoi altul în Fălciu și Codău altul în Vrancea"
Fălciu,HAIRO_PopescuND_BoieriiHaiduci.txt,1,", care ajunge până la Fălciu și Gangora . "" intru"
Fălciu,HAIRO_PopescuND_BujorHaiducul.txt,3,"și de la Neamțu la Fălciu , face felurit negustor sub ||| fi că avea veni prin Fălciu , unde fi casă și ||| să afla știre de la Fălciu și Galați , dzi vodă"
Filaret,HAIRO_PopescuND_MoarteaIancuJianul.txt,1,"popor român proclama pe câmpie filaret desrobire sclav , împroprietărire țăran"
Filaret,HAIRO_IghelI_TilharulFulger.txt,3,pe la 1815 pe câmpie filaret fi pe la 1815 casă ||| el și sine îndrepta spre Filaret . ajunge acolo și rugă ||| ce sine face pe câmp filaret unde miliție jurea pe constituție
Filaret,HAIRO_Anonim_RuxandraHaiduciasa.txt,5,"care locui în împrejurime câmp filaret , fi deștepta de ciocănitură ||| încă de ziuă și câmp filaret , fi înțesa de curios ||| fi văzută din tot câmpie filaret . la spate acesta fi ||| pleca repede cu Dănila spre Filaret , la sosire lui cam ||| petrece la București pe câmpie filaret , Ruxanda , care tocmai"
Filaret,HAIRO_RadulescuN_BanditulRiureanu.txt,1,scoală de aeșer de la Filaret ca să stu putea câștiga
Filipești,HAIRO_PopescuND_RaduAnghel.txt,1,șu sine îndrepți spre orași Filipești unde dormi noaptea . al
Filipești,HAIRO_PopescuND_IancuJianuCapitan.txt,1,Bupulia și merge întinde spre Filipești . când intra în pă-dure
Filipești,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,2,"nu sine portrivi cu ban Filipești , cu vornică crețulesc și ||| , Moțnuleni , Slăti-neni . Filipești și alt cât tu ,"
Filipopoli,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,1,"unde , avea trece prin Filipopoli , Sofia , Or-cania și"
Flămânda,HAIRO_PopescuND_IancuJianuCapitan.txt,1,sine vedea în capăt sat Flămânda . cum sine vedea acolo
Flămânda,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,1,"și în apropiere de sat Flămânda , un conac tot atât"
Frăsina,HAIRO_IghelI_DragosHotulTecucilor.txt,1,", și trei fată pe Frăsina , Maria și Anica ."
Găești,HAIRO_PopescuND_RaduAnghel.txt,3,"dar după ce trece de Găești , unde poposi ca să ||| de la plecare lui din Găești , unde mânca sdravăn , ||| pleca tîlhar îndrepta sine spre Găești , cel trei tovarăst de"
Gârbău,HAIRO_IghelI_MoarteaSimionLicinsky.txt,1,porcar la un țăran din Gârbău . când auzi de moarte
Ghecet,HAIRO_IghelI_MoarteaSimionLicinsky.txt,1,"și bea la cârciumă din Ghecet . apoi , apropii sine"
Ghecet,HAIRO_PopescuND_BujorHaiducul.txt,2,avea trece Dunăre de la ghecet Turcesc la Galați și de ||| de la Galați înnapoi la ghecet turcesc . — ține minte
Ghergani,HAIRO_PopescuND_MoarteaIancuJianul.txt,1,"el Jianu , visită la Ghergani , nu departe de București"
Ghindăoani,HAIRO_RosettiR_CuPalosul.txt,4,"din sat meu , din Ghindăoani , avea turmă de cal ||| , ieși iarăși Șarban din Ghindăoani . — greșit fi cneaz ||| Roznov și al doi la Ghindăoani unde -1 prinde noaptea . ||| Petrea al lui Șarban din Ghindăoani , răspunde un tânăr voinic"
Giurgiu,HAIRO_PopescuND_CodreanulHaiducul.txt,1,"auzi ur- lând câine în Giurgiu , și , smuci el"
Giurgiu,HAIRO_DumbravaB_Pandurul.txt,2,"pleca ștafet către pașa delà Giurgiu , cu un petiție înjgheba ||| trupă turceșt trece Dunăre la Giurgiu și la Silistra . atunci"
Giurgiu,HAIRO_PopescuND_MoarteaIancuJianul.txt,1,", căci în București , Giurgiu , Brăila și alt localitate"
Giurgiu,HAIRO_PopescuND_MiulHaiducul.txt,3,lăcomie pașal delă Diiu și Giurgiu . ce folos avea trage ||| avea să el duce la Giurgiu spre a fi din țeră ||| fi jefui de soldat din Giurgiu și Brăila și chiar de
Giurgiu,HAIRO_PopescuND_RaduAnghel.txt,1,"la Pitești , ori la Giurgiu , la călărat , sau"
Giurgiu,HAIRO_Anonim_RuxandraHaiduciasa.txt,1,acesta el să merge spre Giurgiu și d-acola cum el vrea
Giurgiu,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,2,"sărat , și de la Giurgiu până dincolo de Ploești și ||| cel mare dintre calugărean și Giurgiu căruță de olac , al"
Giurgiu,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,31,"Prahova și el duce la Giurgiu sau Brăila după cum sine ||| sine pleca îndrepta sine spre Giurgiu . acolo ajunge al doi ||| Dunăre , întrecare fi și Giurgiu , pentru că pe antuncă ||| din câți putea găsi în Giurgiu ca să el ta și ||| fiecarean toamnă să veni la Giurgiu și să el aduce în ||| să veni cu el la Giurgiu pentru ca mie să fi ||| lacună foarte mult simți în Giurgiu unde veni mult strein de ||| stabilit de mult timp în Giurgiu prin teribil concurență ce începe ||| care fi stăpîn șu peste Giurgiu nu glumi șu pedepsi moarte ||| luntre , să intra în Giurgiu pe nesimțit , să călca ||| un ordin către caimacam din Giurgiu prin care el cere să ||| acestecuvânt , badea pară din Giurgiu , lăsa tot lucru din ||| al lui badea de la Giurgiu , că nici cu el ||| vrea fi cu toție la Giurgiu la han lui Drăghici , ||| , dar nu acela din Giurgiu , ci în acela de ||| în acela din urmă la Giurgiu unde eu avea cârciumă șu ||| lipsă , badea sosi la Giurgiu împreună cu sotie său , ||| . badea avea sosi la Giurgiu cam un dată cu turmă ||| nou Dunăre , veni la Giurgiu , sine duce drept la ||| cetăție șu guvernator al serhat Giurgiu , și presenta sine la ||| spune că sine afla la Giurgiu , să sine avea reîn-păca ||| , și să merget la Giurgiu , și să eu a-duce ||| despre așe zis badiu din Giurgiu . cel d-ântâiu întreba el ||| nu afla ; dar la Giurgiu când sosi iată că sine ||| dâns . Dânșii veni la Giurgiu cu intenție mărturisit avea răsbuna ||| . el când pleca din Giurgiu își concedia cetă de cârjal ||| cârciumă lui badea , în Giurgiu , caima-cam Nicopolului nu mai ||| da ordine Caimaca im din Giurgiu să căuta cu de aproape ||| și badea fi cunoaște în Giurgiu de tot lume . el ||| sine vrea mulțumi numai cu Giurgiu , ci vrea căuta șu ||| multă care să veni din Giurgiu spre a sine stabili în"
Giurgiu,HAIRO_RadulescuN_BanditulRiureanu.txt,12,"cârciumă . Diligența de la Giurgiu sine opri în sat Putineiu ||| și stațiune dili-genț de la Giurgiu nu fi un spectacol nou ||| el sine duce vrea la Giurgiu vrea la Alexandria . — ||| duce de la Alexandria la Giurgiu . director scoalei , om ||| în împrejurime sat pănă la Giurgiu spre mează zi și până ||| , un cirezar bogat din Giurgiu . mult da raver face ||| el însoți pe ne-gustor spre Giurgiu , ca să cumpăra , ||| un singur că îlător pentru Giurgiu de șu drum acesta fi ||| să face drum până la Giurgiu împreună cu negustor de vită ||| porni înainte la drum spre Giurgiu unde ajunge , Rîureanu sine ||| Theodor Poliacov . face în Giurgiu , azi 17 Iuniu 1887 ||| sta la Zim-nicea ci la Giurgiu , eu anunta că abia"
Giurgiu,HAIRO_StoenescuS_Corbea.txt,1,"Calomfirescu și alție pleca spre Giurgiu , ca de a colo"
Giurgiu,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,1,stăpîn peste culmea dintre munte Giurgiu și munte coriu fi un
Giuvala,HAIRO_PopescuND_RaduAnghel.txt,1,"cât pe drum de la Giuvala spre Bran , sau de"
Glavacioc,HAIRO_PopescuND_TunsuCapitan.txt,2,"eț Vlașca , pe apă glavacioc , la un depărtare aproape ||| pe atunci fi la monâstire glavacioc , și avea vesti pe"
Glodeni,HAIRO_PopescuND_RaduAnghel.txt,13,"coconu Mihalache Grăureanu arendaș moșie Glodeni care asemeni fi bogat putred ||| tejghea . călcare de la GLODENI Radu nu avea de cât ||| diseară avea treabă mult la Glodeni . Glodeni ! fi un ||| treabă mult la Glodeni . Glodeni ! fi un sat mare ||| țițeiu , stare sătean din Glodeni sine îmbunătăți , avere lui ||| mult , face în sat Glodeni biserică , școl și primărie ||| , pentru care întreg sat Glodeni avea fi fi în stare ||| . torturare arendași de la Glodeni — eu avea lua seamă ||| al doi zi tot sat Glodeni fi în picior . Văcaru ||| zarmraice . crimă de la Glodeni avea răsunet în tot țară ||| avea comite crimă de la Glodeni ; însă nimeni nu sine ||| tocmai nepedepsire crimă de la Glodeni fi causă răsturnare acel colos ||| soartă al arendaș de la Glodeni , al care tragic întîmplare"
Gorj,HAIRO_PopescuND_IancuJianuZapciu.txt,5,"mulfi munți biJudeț Vâlcea și Gorj și de mai mult săla ||| din sat Vladimir din județ Gorj , un tânăr anume Tudor ||| ajunge chiar sameș al județ Gorj și frunta între boer Targo-jieni ||| fruntașiu boier pământean din județ Gorj și Mehedinți , și mai ||| cum vedea județ Mehedinți , Gorj și Dolj , fi împăna"
Gorj,HAIRO_DumbravaB_Pandurul.txt,6,"din sat Vladimir în județ Gorj , care sine ridica prin ||| delà București până , în Gorj cu tot ger cu tot ||| cunoaște șu pe ispravnic de Gorj și pe vătaf de plai ||| de oltean , totă din Gorj sau Mehedinți , vânător de ||| împreună cu vitejie pand din Gorj și din Mehedinți : Măria ||| urse șu de capre din Gorj și Mehedinți sta ca un"
Gorj,HAIRO_DumbravaB_Haiducul.txt,1,"eu fi sameș în județ Gorj , și de acela nu"
Gorj,HAIRO_PopescuND_IancuJianuCapitan.txt,2,", Vâlcea , Dolj și Gorj , câte fi cunoaște de ||| pădure din județ Vâlcea , Gorj și Mehedinți ! pe lângă"
Gorj,HAIRO_Anonim_RuxandraHaiduciasa.txt,2,"și sat din Mehedinți , Gorj și celălalt județ de dincoace ||| întâi răscolă sine răspândi prin Gorj și Mehedinți mai apoi în"
Gorj,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,13,"de la Romanați în județ Gorj , permutare care avea loc ||| avea fi numi ispravnic de Gorj împreună cu medglnicer lanache Săm-boteanu ||| ce fi numi ispravnic de Gorj , și fi eu voi ||| din sat Vladi-mir din județ Gorj , un tânăr anume Tudor ||| fruntașiu boer pământean din județ Gorj și Mehedinți , și mai ||| cum vedea județ Mehedinți , Gorj și Dolj , fi împăna ||| munte din județ Mehedinți și Gorj , adică pe unde avea ||| insistență de ispravniciu din județ Gorj , sine avea duce la ||| fată și el trimite în Gorj la casă lui , eu ||| lui Vasile Moangă sameșiu județ Gorj , nu eu vrea căuta ||| nainte da vinde munte din Gorj . — la asculta măi ||| un chip slujbă aici în Gorj pe unde nu călca prieten ||| mazil din sat Rașova județ Gorj ; haită Căpă-țânâ , păun"
Grădiște,HAIRO_RosettiR_CuPalosul.txt,6,"fi de aici păna la grădiște ? întreba părinte Isaia . ||| îndrepta în jos , spre grădiște , în umblet cal . ||| ajunge cât mai curând în grădiște . îndată ce recunoaște pe ||| avea relua voios drum spre grădiște . în curând eu avea ||| Șalga avea fi rama la grădiște . și grijă pentru viață ||| să sine prelungi șădere la grădiște . înțelegere cu codren fi"
Hangu,HAIRO_PopescuND_BoieriiHaiduci.txt,5,"prevesti să fugi de la Hangu la Docolina , când vrea ||| tainic din hurbă de la Hangu , vorbi cu el mai ||| sânție său stareț de la Hangu . — daca fi așa ||| cât fi stareț de la Hangu . — eleie ! esclame ||| , cu tot departe de Hangu și de tot poteraș din"
Hangu,HAIRO_MatasaC_MovilaHaiducului.txt,3,"la cetate neamț și la Hangu . Hatman Gheorghe , frate ||| , sine întemeia -seră la Hangu curte întări ca un cetate ||| , curte cantacuzine de la Hangu fi acum plin de fugar"
Harumseh,HAIRO_PopescuND_BoieriiHaiduci.txt,1,"mai cu seamă în comitat Harumseh , unde nemeșie și grof"
Hârlău,HAIRO_Dragoslav_CodreanuHaicudul.txt,1,"pe la Galați , la Hârlău , de nu el vedea"
Hejeasca,HAIRO_Anonim_RuxandraHaiduciasa.txt,1,", care sine afla în Hejeasca . în timp acesta oară"
Helegiu,HAIRO_RosettiR_CuPalosul.txt,1,"Irotuș , Andrei Țițiriga din Helegiu , Stan balțat din Dumbrăveni"
Herăstrău,HAIRO_DumbravaB_Pandurul.txt,3,"turmă la lac , la Herăstrău ; un șir de butc ||| „ or fi veni delà Herăstrău ! ” „ bate el ||| boer , care trece spre Herăstrău ; subt umbrare cârcium curge"
Herăstrău,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,1,"colibă alături de câte un herăstrău , înfunda în câte un"
Herța,HAIRO_PopescuND_BoieriiHaiduci.txt,1,și de la Strunga la Herța când Strunga vrea fi ataca
Herța,HAIRO_Anonim_BanditulGrozea.txt,2,cu un cal de la Herța ( un orășel lângă hotar ||| rusesc și avea fi la Herța cu marfă care avea vinde
Horezu,HAIRO_DumbravaB_Pandurul.txt,1,"așeza străjer la Cozia , Horezu și Tis mană , șu"
Horezu,HAIRO_PopescuND_IancuJianuCapitan.txt,2,". unsprezece . bătălie delă Horezu . în curând nume lui ||| să călca pe egumen mânăstire Horezu , anume Hrisant , care"
Horincea,HAIRO_MacriP_Bostan.txt,1,"de lua Tecuci spre sistai Horincea ? — da , căpitan"
Hotin,HAIRO_RosettiR_CuPalosul.txt,6,"și eu voi așaza în Hotin sau la Orheiu , unde ||| : la Iași , la Hotin , la Orheiu , fi ||| celălalt țară : Bârlad , hotin , Iașul , Orheiul , ||| la Iași , până la Hotin . sine avea mai aflatar ||| , în Iaroslav , în Hotin , în Orhciu , în ||| în curs iernei trimes delă Hotin și delă ieși veni la"
Hudești,HAIRO_Anonim_BanditulGrozea.txt,3,", un preot de la Hudești mare ( un comun din ||| tu vrea duce până la Hudești îmare de unde fi eu ||| astfel porni și ajunge la Hudești mare în casă bu -nului"
Humulești,HAIRO_RosettiR_CuPalosul.txt,21,"pe targă , până la Humulești , iar pentru pază trup ||| departe de aici pănă la Humulești . — el ! fi ||| însoța cu rănit păn la Humulești , iar acolo fi cunoaște ||| la amiază , ajunge la Humulești . Vidra trage în gazdă ||| dintăiu că un om din Humulești voi să el vorbi numai ||| pom în fugă mare spre Humulești . când ajunge la poartă ||| . — eu duce la Humulești la un cumetrie , și ||| sară vrea fi nesminti în Humulești și duminică putea face nuntă ||| după vreme meu fi în Humulești , de une sine îndrepta ||| Paisie tu vrea duce la Humulești unde tu vrea da un ||| trimete înaintea știre , la Humulești . trece de toca când ||| câte unul , țaranie din Humulești , din grumăzesc , din ||| zice atunci Andrei Creangă din Humulești , un țaran voinic , ||| codru : om lui în Humulești și în împrejurime . rămâne ||| să sine duce pănă la Humulești , celalalt nu ști unde ||| da de niște om din Humulești care scoborî de pe pleș ||| alerga întru un fugă spre Humulești . inimă el fi sfăși ||| merge la gazdă lui din Humulești , să lua un cal ||| afla la vadană Anica din Humulești și care el roagăsa viu ||| Ghiță sin Iftimie Creangă din Humulești . lunea trecut , un ||| față , de loc din Humulești și din târg Neamțului ,"
Ilfov,HAIRO_PopescuND_CodreanulHaiducul.txt,2,", muștel , dâm-boviță , ilfov , Vlaștei , Prahova și ||| , comună Preasna nou județ Ilfov a-proape de Budești , biserică"
Ilfov,HAIRO_PopescuND_TunsuCapitan.txt,5,"parte de jos al județ Ilfov sine vrea său da un ||| megiaș , atât ispravni sudeț Ilfov , cât și acela al ||| , replică ispravni el de Ilfov . — dar , vedea ||| bucuros , răspunde ispravnic de Ilfov , și dacă vrea și ||| Tunsu ! es- ispravnic din Ilfov , și după dâns tot"
Ilfov,HAIRO_IghelI_TilharulFulger.txt,1,lângă mănăstire ghighi în județ Ilfov . vară el petrece la
Ilfov,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,4,"căpitan ca să apăra județ Ilfov de făcător de rău , ||| reclamațiune din parte ispravnic de Ilfov , cum că pădure Vlăsia ||| tot hoț din județ , Ilfov , în decurs de câte ||| Ialomița căt cade înj udeț Ilfov și sub juridicțiune său ;"
Ilfov,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,1,în satu Afumați jud . Ilfov . leca iute pe cal
Iodu,HAIRO_RosettiR_CuPalosul.txt,1,"lângă Cuhnia , și sat Iodu , Bocicâcel , Vișău de"
Ionești,HAIRO_Anonim_CodreanuMareHaiducNational.txt,2,"cu pradă lui în sat Ionești din județ Iași unde , ||| sine găsi tocmai în sat Ionești din județ Iași , unde"
Iotafat,HAIRO_Anonim_BanditulGrozea.txt,1,"lăsa acest leu de la Iotafat , ( un cetață israilit"
Isaccea,HAIRO_IghelI_MoarteaSimionLicinsky.txt,5,"de el . calcare din ISACCEA spre seară Simion sbura tăia ||| , mâna sanie , spre Isaccea . după ce trece prin ||| numai de cât . în Isaccea ajunge cam la miez noapte ||| să mâne cu putere spre Isaccea . cer fi senin ca ||| și duios . ajunge la Isaccea băga lotcă întru un stuf"
Islaz,HAIRO_IghelI_TilharulFulger.txt,1,"hotări să începe revoluțiune la Islaz , în Romanațî , unde"
Islaz,HAIRO_PopescuND_IancuJianuCapitan.txt,1,"oarecare distanță mai sus de islaz , întra în pădure vecin"
Islaz,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,1,ales prin apropiere de sat Islaz de pe margine Dunăre .
Islaz,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,2,"da lung Oltului până la Islaz , de unde să el ||| și să el transporta la Islaz , dar numai în Ardeal"
Ismail,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,1,"în Dunăre , în ciatal ismail printre rîură prut și Nistru"
Itaka,HAIRO_DumbravaB_Pandurul.txt,1,"al-baștru , sine naște în Itaka și fi vesel șu voinic"
Ivești,HAIRO_MacriP_Bostan.txt,5,"mamă e1 fi vesti în Ivești pe orice fată avea întreba ||| duce ca vânt până lua Ivești , ziae Bostan desmerda sine ||| lua mândruliâ meu și în Ivești eu om cunună mândruliță meu ||| mâne tu vrea duce la Ivești , aici vrea găsi vrea ||| muri de fomă . în Ivești avea veni un mulțime da"
Ivești,HAIRO_PopescuND_BoieriiHaiduci.txt,1,"horă la iarmaroc de la Ivești , dar eu avea uita"
Jignița,HAIRO_Anonim_RuxandraHaiduciasa.txt,1,"sine risipi care în spre Jignița , ori spre biserică sfânt"
Jilava,HAIRO_DumbravaB_Pandurul.txt,1,"boer Mihăiță , surghiuni la Jilava ; în celălalt , hodorogi"
Jiu,HAIRO_PopescuND_IancuJianuZapciu.txt,3,", aide pe lua Târgu Jiu ; șu apuca spre soare ||| ; eu duce la Târgu Jiu la Vasile Moangă . — ||| oară sine găsi în vale Jiu la un depătare du oră"
Jiu,HAIRO_DumbravaB_Pandurul.txt,3,". avea peșt proaspăt din Jiu la masă , fi zi ||| bătaie de pușcă da în Jiu . apă însă zăcea îngheța ||| tabără la Coțofeni , pe Jiu , cam la trei ceas"
Jiu,HAIRO_DumbravaB_Haiducul.txt,2,"- nainte județ Olt și Jiu . numai plasa baltă din ||| Olt , fi pe la Jiu . cârciumar grec , arendaș"
Jiu,HAIRO_PopescuND_IancuJianuCapitan.txt,1,șu avea fugi . la Jiu pe unde avea umbla cât
Jiu,HAIRO_Lazar_Haiducul_Graur.txt,2,"munte , de a lung Jiu sburdalnic , sine afla odinioară ||| Sazana sine îneca în apă Jiu chiar în loc unde fi"
Jiu,HAIRO_BalanescuS_Blestemul.txt,1,"Monastirea Jitiana , pe mal Jiu , băga eu întru un"
Jiu,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,12,"de Joița , că Târgu Jiu , oraș pito-resc de munte ||| în grabă isprăvnicat și târg Jiu , ca să eu Stan ||| reclamant , ca să acorda Jiu său mijloc de traiu departe ||| vre-un primejd neașteptat pe mal Jiu . tot acest caprică reclama ||| să sine strămuta în târg Jiu , sub domnie lui Constantin ||| nevârstnic . pleca la târg Jiu , el da socoteală despre ||| pe mal despre răsărit al Jiu , până ce vrea ajunge ||| din Craiova și apuca pe Jiu în sus , îndrepta sine ||| Zănoaga și sine vărsa în Jiu , merge cât vea timp ||| , sine găsi în vale Jiu , la depărtare de un ||| situa pe mal drept al Jiu , la un mic depărtare ||| Moangă , ajunge la târg Jiu , avea scrie din parte"
Jiu,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,2,"de Olt , până la Jiu și mai departe , el ||| , merge mai ântei pe Jiu în sus până la Craiova"
Jiu,HAIRO_BalanescuS_SfarsitulBlestemului.txt,2,"lua el la fugă spre Jiu unde bănunca că , arunca ||| ajun blagovcștenie eu duce la Jiu să pescui ceva pește ."
Julcea,HAIRO_MarcuA_Haiducul.txt,14,"cenat povtrți MOȘ GHIMPU . Julcea , ca unul dintre cel ||| care avea fi trece prin Julcea , avea fi rămâne impresiona ||| de un ceas depărtare de Julcea . și acesta la rând ||| când veni cu scris la Julcea , lăsa acolo și pe ||| galop cal , veni dinspre Julcea . cel doi bărbat el ||| , . . . . Julcea numai exista . . . ||| — „ om bun , Julcea , sat vecin avea fi ||| soartă nenorocit al acela din Julcea . Tudor eră năuc ; ||| el scoate creer afară . Julcea distruge ? nici nu el ||| jefui delă biață sătean din Julcea . printre fată prinde recunoaște ||| ajutor care ataca Lerești și Julcea , de unde răpi și ||| . pe loc unde fi Julcea și Lerești , puținiu locuitor ||| lerest nou , sau în Julcea nou de sine dura alt ||| un an apoi , sat Julcea sine mai mări cu nouă"
Lăpușna,HAIRO_RosettiR_CuPalosul.txt,11,", trece șleav duce delă Lăpușna la Chigheciu . întru un ||| : de Constantin Bibire din Lăpușna , de Ioniță soare din ||| tu căpitane Constantine , spre Lăpușna , tu Căpitane Gheorghiță , ||| , Iașul , Orheiul , Lăpușna , Codru , trăi cu ||| , prin Codru , prin Lăpușna , până la Orheiu , ||| la Vișinești , pe la Lăpușna ; tot noaptea avea fi ||| Mănăilă el el trimete la Lăpușna , după lăpușnean ; eu ||| trebui să fi pleca din Lăpușna , în ajutor jupânesă , ||| căpitan și Ichim clopoțel din Lăpușna , striga maxim când călăreț ||| cu căpitan Constantin Bibire din Lăpușna , care avea cu el ||| precum și mare parte din Lăpușna . mare și adânc fi"
Lerești,HAIRO_MarcuA_Haiducul.txt,9,"un pios : „ BODEAPROSTE Lerești fi un sat , cale ||| tată în fiu primar în Lerești . fi bătrân Codreanu ; ||| ileană , soție primar din Lerești - eră de acum îmbrăca ||| Ghimpu , veni zilnic la Lerești ; aduce cu sine poștă ||| cees de drum până la Lerești . primar el primi bine ||| . însuflețit , sătean din Lerești alerga pe la casă lui ||| întâmplare . în timp acesta Lerești primi soartă jelă ; sătean ||| , cu ajutor care ataca Lerești și Julcea , de unde ||| loc unde fi Julcea și Lerești , puținiu locuitor care scăpa"
Lespezi,HAIRO_RosettiR_CuPalosul.txt,1,de dimineață mai jos de Lespezi . cărăbuș să el feri
Lespezi,HAIRO_PopescuND_RaduAnghel.txt,1,dormi noaptea în curte schit Lespezi ce domina vale Prahova din
Lipova,HAIRO_RosettiR_CuPalosul.txt,2,", îhdrepta sine spre obârșie Lipova . Mihu cunoaște acest loc ||| vale , aproape de pârâu Lipova , răspunde Andrușca . —"
Luncani,HAIRO_PopescuND_BoieriiHaiduci.txt,2,"pădure în apropiere de sat Luncani , întru un poiană unde ||| să ajunge mai curând la Luncani . — nu putea să"
Luncavița,HAIRO_IghelI_MoarteaSimionLicinsky.txt,2,"ce duce prin Câșla și Luncavița la Brăila . fată sine ||| , la biserică sat din Luncavița sine îngropa fată cel mai"
Mamaia,HAIRO_IghelI_MoarteaSimionLicinsky.txt,4,"duce de la Constanța la Mamaia . trebui să sine întîlni ||| duce de la Constanța la Mamaia . trebui să sine întîlni ||| duce ? — trece prin Mamaia . — sodiu ! . ||| din mână tâl-har ajunge la Mamaia chema pe Iane , și"
Mangalia,HAIRO_RosettiR_CuPalosul.txt,2,om sultan veni pănă la Mangalia după fată frumos . — ||| dâneașa la Mesembria sau la Mangalia . Ițic ține mult la
Măcin,HAIRO_IghelI_MoarteaSimionLicinsky.txt,2,"aicea . Timofteiu pleca spre Măcin unde găsi pe ad-ministrator Murgulescu ||| pe șosea ce duce la Măcin , sine în-tâlni cu trei"
Măcin,HAIRO_PopescuND_BujorHaiducul.txt,8,"nou pe pașa de la Măcin cu ordin da cere de ||| țară lui pașă de la Măcin frecuș ce el avea trage ||| scrisorie știut pas de la Măcin . trei zi după plecare ||| cu curier ce trămite la Măcin că intra fără veste în ||| veni tocmai din Anadol la Măcin și de la Macin aici ||| de cât pașă de la Măcin plânge sine de purtare om ||| om seu avea remate la Măcin pregăti de plecare , dar ||| trămite la pașă de la Măcin , el avea lua scrisorie"
Măgheruș,HAIRO_RosettiR_CuPalosul.txt,1,"român fără veste , sub Măgheruș , și că puțin din"
Mărgineni,HAIRO_DumbravaB_Pandurul.txt,1,", surghiuni la moșie lui Mărgineni . în pădure de stejar"
Mărgineni,HAIRO_PopescuND_IancuJianuCapitan.txt,1,sfinție tău ? — dela Mărgineni ; dar d-ta ? —
Mărgineni,HAIRO_Anonim_GruiaMereanu.txt,1,drum ce duce din sat Mărgineni eșeua doi om învălui în
Mărgineni,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,1,trimite în surghinie lă mănăstire Mărgineni ; dar rău nu sine
Mărgineni,HAIRO_MatasaC_MovilaHaiducului.txt,1,"târg Bacăului sine jdla moșie Mărgineni , unde Stolniceasa Maria ,"
Mogoșoaia,HAIRO_PopescuND_TunsuCapitan.txt,1,"stângă și fi pe pod Mogoșoaia , dar nu putea să"
Mogoșoaia,HAIRO_MacriP_IoanTunsu.txt,3,păși puțin în spre pod Mogoșoaia și începe să cânta domn ||| doin haiducesc . în pod Mogoșoaia sine afla atunci casă ban ||| lua în sus pe pod Mogoșoaia . — avea acum ban
Mogoșoaia,HAIRO_PopescuND_MiulHaiducul.txt,1,și să îndrepta spre barieră Mogoșoaia . pe la prânz caravană
Mogoșoaia,HAIRO_Anonim_RuxandraHaiduciasa.txt,1,". lua el pe uliță Mogoșoaia , urma drum spre drăgășan"
Moinești,HAIRO_PopescuND_BoieriiHaiduci.txt,1,"șerb , sau pe la Moinești sau prin alt cale numai"
