cuvant,fisier,total_aparitii,contexte
Giurgiu,HAIRO_StoenescuS_Corbea.txt,1,"Calomfirescu și alție pleca spre Giurgiu , ca de a colo"
Giurgiu,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,1,stăpîn peste culmea dintre munte Giurgiu și munte coriu fi un
Giuvala,HAIRO_PopescuND_RaduAnghel.txt,1,"cât pe drum de la Giuvala spre Bran , sau de"
Glavacioc,HAIRO_PopescuND_TunsuCapitan.txt,2,"eț Vlașca , pe apă glavacioc , la un depărtare aproape ||| pe atunci fi la monâstire glavacioc , și avea vesti pe"
Glodeni,HAIRO_PopescuND_RaduAnghel.txt,13,"coconu Mihalache Grăureanu arendaș moșie Glodeni care asemeni fi bogat putred ||| tejghea . călcare de la GLODENI Radu nu avea de cât ||| diseară avea treabă mult la Glodeni . Glodeni ! fi un ||| treabă mult la Glodeni . Glodeni ! fi un sat mare ||| țițeiu , stare sătean din Glodeni sine îmbunătăți , avere lui ||| mult , face în sat Glodeni biserică , școl și primărie ||| , pentru care întreg sat Glodeni avea fi fi în stare ||| . torturare arendași de la Glodeni — eu avea lua seamă ||| al doi zi tot sat Glodeni fi în picior . Văcaru ||| zarmraice . crimă de la Glodeni avea răsunet în tot țară ||| avea comite crimă de la Glodeni ; însă nimeni nu sine ||| tocmai nepedepsire crimă de la Glodeni fi causă răsturnare acel colos ||| soartă al arendaș de la Glodeni , al care tragic întîmplare"
Gorj,HAIRO_PopescuND_IancuJianuZapciu.txt,5,"mulfi munți biJudeț Vâlcea și Gorj și de mai mult săla ||| din sat Vladimir din județ Gorj , un tânăr anume Tudor ||| ajunge chiar sameș al județ Gorj și frunta între boer Targo-jieni ||| fruntașiu boier pământean din județ Gorj și Mehedinți , și mai ||| cum vedea județ Mehedinți , Gorj și Dolj , fi împăna"
Gorj,HAIRO_DumbravaB_Pandurul.txt,6,"din sat Vladimir în județ Gorj , care sine ridica prin ||| delà București până , în Gorj cu tot ger cu tot ||| cunoaște șu pe ispravnic de Gorj și pe vătaf de plai ||| de oltean , totă din Gorj sau Mehedinți , vânător de ||| împreună cu vitejie pand din Gorj și din Mehedinți : Măria ||| urse șu de capre din Gorj și Mehedinți sta ca un"
Gorj,HAIRO_DumbravaB_Haiducul.txt,1,"eu fi sameș în județ Gorj , și de acela nu"
Gorj,HAIRO_PopescuND_IancuJianuCapitan.txt,2,", Vâlcea , Dolj și Gorj , câte fi cunoaște de ||| pădure din județ Vâlcea , Gorj și Mehedinți ! pe lângă"
Gorj,HAIRO_Anonim_RuxandraHaiduciasa.txt,2,"și sat din Mehedinți , Gorj și celălalt județ de dincoace ||| întâi răscolă sine răspândi prin Gorj și Mehedinți mai apoi în"
Gorj,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,13,"de la Romanați în județ Gorj , permutare care avea loc ||| avea fi numi ispravnic de Gorj împreună cu medglnicer lanache Săm-boteanu ||| ce fi numi ispravnic de Gorj , și fi eu voi ||| din sat Vladi-mir din județ Gorj , un tânăr anume Tudor ||| fruntașiu boer pământean din județ Gorj și Mehedinți , și mai ||| cum vedea județ Mehedinți , Gorj și Dolj , fi împăna ||| munte din județ Mehedinți și Gorj , adică pe unde avea ||| insistență de ispravniciu din județ Gorj , sine avea duce la ||| fată și el trimite în Gorj la casă lui , eu ||| lui Vasile Moangă sameșiu județ Gorj , nu eu vrea căuta ||| nainte da vinde munte din Gorj . — la asculta măi ||| un chip slujbă aici în Gorj pe unde nu călca prieten ||| mazil din sat Rașova județ Gorj ; haită Căpă-țânâ , păun"
Grădiște,HAIRO_RosettiR_CuPalosul.txt,6,"fi de aici păna la grădiște ? întreba părinte Isaia . ||| îndrepta în jos , spre grădiște , în umblet cal . ||| ajunge cât mai curând în grădiște . îndată ce recunoaște pe ||| avea relua voios drum spre grădiște . în curând eu avea ||| Șalga avea fi rama la grădiște . și grijă pentru viață ||| să sine prelungi șădere la grădiște . înțelegere cu codren fi"
Grecia,HAIRO_DumbravaB_Pandurul.txt,3,"împărat Alexandru . in-tr'adevăr , Grecia fi patrie meu , dar ||| revoluție la Constantino-pole și în Grecia întreg la 15 Noemvrie . ||| că cu dumnezeeasca plăcere tot Grecia avea ridica astăzi steag său"
Grecia,HAIRO_RadulescuN_CapitanulRopota.txt,2,ce avea părinte lui în Grecia . după ce căpitan cere ||| . — bogație proprietar din Grecia avea pădure întreg de măslină
Grecia,HAIRO_MunteStanceanuA_GraurVulpoiu.txt,1,"cu ban , iar din Grecia el veni bice și gârbace"
Hangu,HAIRO_PopescuND_BoieriiHaiduci.txt,5,"prevesti să fugi de la Hangu la Docolina , când vrea ||| tainic din hurbă de la Hangu , vorbi cu el mai ||| sânție său stareț de la Hangu . — daca fi așa ||| cât fi stareț de la Hangu . — eleie ! esclame ||| , cu tot departe de Hangu și de tot poteraș din"
Hangu,HAIRO_MatasaC_MovilaHaiducului.txt,3,"la cetate neamț și la Hangu . Hatman Gheorghe , frate ||| , sine întemeia -seră la Hangu curte întări ca un cetate ||| , curte cantacuzine de la Hangu fi acum plin de fugar"
Harumseh,HAIRO_PopescuND_BoieriiHaiduci.txt,1,"mai cu seamă în comitat Harumseh , unde nemeșie și grof"
Hârlău,HAIRO_Dragoslav_CodreanuHaicudul.txt,1,"pe la Galați , la Hârlău , de nu el vedea"
Hejeasca,HAIRO_Anonim_RuxandraHaiduciasa.txt,1,", care sine afla în Hejeasca . în timp acesta oară"
Helegiu,HAIRO_RosettiR_CuPalosul.txt,1,"Irotuș , Andrei Țițiriga din Helegiu , Stan balțat din Dumbrăveni"
Herăstrău,HAIRO_DumbravaB_Pandurul.txt,3,"turmă la lac , la Herăstrău ; un șir de butc ||| „ or fi veni delà Herăstrău ! ” „ bate el ||| boer , care trece spre Herăstrău ; subt umbrare cârcium curge"
Herăstrău,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,1,"colibă alături de câte un herăstrău , înfunda în câte un"
Herța,HAIRO_PopescuND_BoieriiHaiduci.txt,1,și de la Strunga la Herța când Strunga vrea fi ataca
Herța,HAIRO_Anonim_BanditulGrozea.txt,2,cu un cal de la Herța ( un orășel lângă hotar ||| rusesc și avea fi la Herța cu marfă care avea vinde
Horezu,HAIRO_DumbravaB_Pandurul.txt,1,"așeza străjer la Cozia , Horezu și Tis mană , șu"
Horezu,HAIRO_PopescuND_IancuJianuCapitan.txt,2,". unsprezece . bătălie delă Horezu . în curând nume lui ||| să călca pe egumen mânăstire Horezu , anume Hrisant , care"
Horincea,HAIRO_MacriP_Bostan.txt,1,"de lua Tecuci spre sistai Horincea ? — da , căpitan"
Hotin,HAIRO_RosettiR_CuPalosul.txt,6,"și eu voi așaza în Hotin sau la Orheiu , unde ||| : la Iași , la Hotin , la Orheiu , fi ||| celălalt țară : Bârlad , hotin , Iașul , Orheiul , ||| la Iași , până la Hotin . sine avea mai aflatar ||| , în Iaroslav , în Hotin , în Orhciu , în ||| în curs iernei trimes delă Hotin și delă ieși veni la"
Hudești,HAIRO_Anonim_BanditulGrozea.txt,3,", un preot de la Hudești mare ( un comun din ||| tu vrea duce până la Hudești îmare de unde fi eu ||| astfel porni și ajunge la Hudești mare în casă bu -nului"
Humulești,HAIRO_RosettiR_CuPalosul.txt,21,"pe targă , până la Humulești , iar pentru pază trup ||| departe de aici pănă la Humulești . — el ! fi ||| însoța cu rănit păn la Humulești , iar acolo fi cunoaște ||| la amiază , ajunge la Humulești . Vidra trage în gazdă ||| dintăiu că un om din Humulești voi să el vorbi numai ||| pom în fugă mare spre Humulești . când ajunge la poartă ||| . — eu duce la Humulești la un cumetrie , și ||| sară vrea fi nesminti în Humulești și duminică putea face nuntă ||| după vreme meu fi în Humulești , de une sine îndrepta ||| Paisie tu vrea duce la Humulești unde tu vrea da un ||| trimete înaintea știre , la Humulești . trece de toca când ||| câte unul , țaranie din Humulești , din grumăzesc , din ||| zice atunci Andrei Creangă din Humulești , un țaran voinic , ||| codru : om lui în Humulești și în împrejurime . rămâne ||| să sine duce pănă la Humulești , celalalt nu ști unde ||| da de niște om din Humulești care scoborî de pe pleș ||| alerga întru un fugă spre Humulești . inimă el fi sfăși ||| merge la gazdă lui din Humulești , să lua un cal ||| afla la vadană Anica din Humulești și care el roagăsa viu ||| Ghiță sin Iftimie Creangă din Humulești . lunea trecut , un ||| față , de loc din Humulești și din târg Neamțului ,"
Ilfov,HAIRO_PopescuND_CodreanulHaiducul.txt,2,", muștel , dâm-boviță , ilfov , Vlaștei , Prahova și ||| , comună Preasna nou județ Ilfov a-proape de Budești , biserică"
Ilfov,HAIRO_PopescuND_TunsuCapitan.txt,5,"parte de jos al județ Ilfov sine vrea său da un ||| megiaș , atât ispravni sudeț Ilfov , cât și acela al ||| , replică ispravni el de Ilfov . — dar , vedea ||| bucuros , răspunde ispravnic de Ilfov , și dacă vrea și ||| Tunsu ! es- ispravnic din Ilfov , și după dâns tot"
Ilfov,HAIRO_IghelI_TilharulFulger.txt,1,lângă mănăstire ghighi în județ Ilfov . vară el petrece la
Ilfov,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,4,"căpitan ca să apăra județ Ilfov de făcător de rău , ||| reclamațiune din parte ispravnic de Ilfov , cum că pădure Vlăsia ||| tot hoț din județ , Ilfov , în decurs de câte ||| Ialomița căt cade înj udeț Ilfov și sub juridicțiune său ;"
Ilfov,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,1,în satu Afumați jud . Ilfov . leca iute pe cal
Iodu,HAIRO_RosettiR_CuPalosul.txt,1,"lângă Cuhnia , și sat Iodu , Bocicâcel , Vișău de"
Ionești,HAIRO_Anonim_CodreanuMareHaiducNational.txt,2,"cu pradă lui în sat Ionești din județ Iași unde , ||| sine găsi tocmai în sat Ionești din județ Iași , unde"
Iotafat,HAIRO_Anonim_BanditulGrozea.txt,1,"lăsa acest leu de la Iotafat , ( un cetață israilit"
Isaccea,HAIRO_IghelI_MoarteaSimionLicinsky.txt,5,"de el . calcare din ISACCEA spre seară Simion sbura tăia ||| , mâna sanie , spre Isaccea . după ce trece prin ||| numai de cât . în Isaccea ajunge cam la miez noapte ||| să mâne cu putere spre Isaccea . cer fi senin ca ||| și duios . ajunge la Isaccea băga lotcă întru un stuf"
Islaz,HAIRO_IghelI_TilharulFulger.txt,1,"hotări să începe revoluțiune la Islaz , în Romanațî , unde"
Islaz,HAIRO_PopescuND_IancuJianuCapitan.txt,1,"oarecare distanță mai sus de islaz , întra în pădure vecin"
Islaz,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,1,ales prin apropiere de sat Islaz de pe margine Dunăre .
Islaz,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,2,"da lung Oltului până la Islaz , de unde să el ||| și să el transporta la Islaz , dar numai în Ardeal"
Ismail,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,1,"în Dunăre , în ciatal ismail printre rîură prut și Nistru"
Istru,HAIRO_BoerescuC_AldoAminta.txt,1,"p′astă antic coastă al bătrîn Istru , eu avea suferi și"
Itaka,HAIRO_DumbravaB_Pandurul.txt,1,"al-baștru , sine naște în Itaka și fi vesel șu voinic"
Ivești,HAIRO_MacriP_Bostan.txt,5,"mamă e1 fi vesti în Ivești pe orice fată avea întreba ||| duce ca vânt până lua Ivești , ziae Bostan desmerda sine ||| lua mândruliâ meu și în Ivești eu om cunună mândruliță meu ||| mâne tu vrea duce la Ivești , aici vrea găsi vrea ||| muri de fomă . în Ivești avea veni un mulțime da"
Ivești,HAIRO_PopescuND_BoieriiHaiduci.txt,1,"horă la iarmaroc de la Ivești , dar eu avea uita"
Izei,HAIRO_RosettiR_CuPalosul.txt,1,"cu dâns , peace al Izei . ungură el urmări dar"
Jignița,HAIRO_Anonim_RuxandraHaiduciasa.txt,1,"sine risipi care în spre Jignița , ori spre biserică sfânt"
Jilava,HAIRO_DumbravaB_Pandurul.txt,1,"boer Mihăiță , surghiuni la Jilava ; în celălalt , hodorogi"
Jiu,HAIRO_PopescuND_IancuJianuZapciu.txt,3,", aide pe lua Târgu Jiu ; șu apuca spre soare ||| ; eu duce la Târgu Jiu la Vasile Moangă . — ||| oară sine găsi în vale Jiu la un depătare du oră"
Jiu,HAIRO_DumbravaB_Pandurul.txt,3,". avea peșt proaspăt din Jiu la masă , fi zi ||| bătaie de pușcă da în Jiu . apă însă zăcea îngheța ||| tabără la Coțofeni , pe Jiu , cam la trei ceas"
Jiu,HAIRO_DumbravaB_Haiducul.txt,2,"- nainte județ Olt și Jiu . numai plasa baltă din ||| Olt , fi pe la Jiu . cârciumar grec , arendaș"
Jiu,HAIRO_PopescuND_IancuJianuCapitan.txt,1,șu avea fugi . la Jiu pe unde avea umbla cât
Jiu,HAIRO_Lazar_Haiducul_Graur.txt,2,"munte , de a lung Jiu sburdalnic , sine afla odinioară ||| Sazana sine îneca în apă Jiu chiar în loc unde fi"
Jiu,HAIRO_BalanescuS_Blestemul.txt,1,"Monastirea Jitiana , pe mal Jiu , băga eu întru un"
Jiu,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,12,"de Joița , că Târgu Jiu , oraș pito-resc de munte ||| în grabă isprăvnicat și târg Jiu , ca să eu Stan ||| reclamant , ca să acorda Jiu său mijloc de traiu departe ||| vre-un primejd neașteptat pe mal Jiu . tot acest caprică reclama ||| să sine strămuta în târg Jiu , sub domnie lui Constantin ||| nevârstnic . pleca la târg Jiu , el da socoteală despre ||| pe mal despre răsărit al Jiu , până ce vrea ajunge ||| din Craiova și apuca pe Jiu în sus , îndrepta sine ||| Zănoaga și sine vărsa în Jiu , merge cât vea timp ||| , sine găsi în vale Jiu , la depărtare de un ||| situa pe mal drept al Jiu , la un mic depărtare ||| Moangă , ajunge la târg Jiu , avea scrie din parte"
Jiu,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,2,"de Olt , până la Jiu și mai departe , el ||| , merge mai ântei pe Jiu în sus până la Craiova"
Jiu,HAIRO_BalanescuS_SfarsitulBlestemului.txt,2,"lua el la fugă spre Jiu unde bănunca că , arunca ||| ajun blagovcștenie eu duce la Jiu să pescui ceva pește ."
Julcea,HAIRO_MarcuA_Haiducul.txt,14,"cenat povtrți MOȘ GHIMPU . Julcea , ca unul dintre cel ||| care avea fi trece prin Julcea , avea fi rămâne impresiona ||| de un ceas depărtare de Julcea . și acesta la rând ||| când veni cu scris la Julcea , lăsa acolo și pe ||| galop cal , veni dinspre Julcea . cel doi bărbat el ||| , . . . . Julcea numai exista . . . ||| — „ om bun , Julcea , sat vecin avea fi ||| soartă nenorocit al acela din Julcea . Tudor eră năuc ; ||| el scoate creer afară . Julcea distruge ? nici nu el ||| jefui delă biață sătean din Julcea . printre fată prinde recunoaște ||| ajutor care ataca Lerești și Julcea , de unde răpi și ||| . pe loc unde fi Julcea și Lerești , puținiu locuitor ||| lerest nou , sau în Julcea nou de sine dura alt ||| un an apoi , sat Julcea sine mai mări cu nouă"
Lăpușna,HAIRO_RosettiR_CuPalosul.txt,11,", trece șleav duce delă Lăpușna la Chigheciu . întru un ||| : de Constantin Bibire din Lăpușna , de Ioniță soare din ||| tu căpitane Constantine , spre Lăpușna , tu Căpitane Gheorghiță , ||| , Iașul , Orheiul , Lăpușna , Codru , trăi cu ||| , prin Codru , prin Lăpușna , până la Orheiu , ||| la Vișinești , pe la Lăpușna ; tot noaptea avea fi ||| Mănăilă el el trimete la Lăpușna , după lăpușnean ; eu ||| trebui să fi pleca din Lăpușna , în ajutor jupânesă , ||| căpitan și Ichim clopoțel din Lăpușna , striga maxim când călăreț ||| cu căpitan Constantin Bibire din Lăpușna , care avea cu el ||| precum și mare parte din Lăpușna . mare și adânc fi"
Lerești,HAIRO_MarcuA_Haiducul.txt,9,"un pios : „ BODEAPROSTE Lerești fi un sat , cale ||| tată în fiu primar în Lerești . fi bătrân Codreanu ; ||| ileană , soție primar din Lerești - eră de acum îmbrăca ||| Ghimpu , veni zilnic la Lerești ; aduce cu sine poștă ||| cees de drum până la Lerești . primar el primi bine ||| . însuflețit , sătean din Lerești alerga pe la casă lui ||| întâmplare . în timp acesta Lerești primi soartă jelă ; sătean ||| , cu ajutor care ataca Lerești și Julcea , de unde ||| loc unde fi Julcea și Lerești , puținiu locuitor care scăpa"
Lespezi,HAIRO_RosettiR_CuPalosul.txt,1,de dimineață mai jos de Lespezi . cărăbuș să el feri
Lespezi,HAIRO_PopescuND_RaduAnghel.txt,1,dormi noaptea în curte schit Lespezi ce domina vale Prahova din
Lipova,HAIRO_RosettiR_CuPalosul.txt,2,", îhdrepta sine spre obârșie Lipova . Mihu cunoaște acest loc ||| vale , aproape de pârâu Lipova , răspunde Andrușca . —"
Lotru,HAIRO_PopescuND_CodreanulHaiducul.txt,1,el apăra turmă de devas-tare lotru de peste munte și de
Lotru,HAIRO_RosettiR_CuPalosul.txt,25,"și ungură spune că el lotru și să el pune preț ||| lui . dar mai mare lotru fi sas și juziu care ||| avea veni să pedepsi niște lotru miș , nu ca să ||| , pe care el numi lotru , dar peste tot fi ||| codru nu fi nici un lotru obișnuit , nici un haiduc ||| cetașiu lui nu fi niște lotru și el fi căpitan care ||| astfeliu prilej să spânzura leș lotru de un copac la cel ||| să el privi ca niște lotru . în inimă lui nu ||| , care lua aparare un lotru de pe drum mare și ||| singur că fi căpitan de lotru , el îndrăzni să eu ||| de mânie : — un lotru ji lui Toma Alimoș și ||| sine numi Ancuța , un lotru ce ieși la drum mare ||| aseu fecior . — un lotru ! întrerupe Alimoș cu amărăciune ||| călugăr cu mierare . — Lotru Mihu ! urmă Isaia , ||| pe care tu el numi lotru să fi lua ceva de ||| gând de a trece drept lotru în ochi lume ? numai ||| un iarnă . urmări niște lotru prin munte când eu sine ||| de păunaș codru . acest lotru , de mai bine de ||| neputință meu față de un lotru , să el încuiba întru ||| norod că tovărășie cu acel lotru nu mai ajunge pentru a ||| celălalt acolo îndată după ce lotru sine vrea fi lua pedeapsă ||| unul din căpetenie cetă acel lotru vestit ce sine numi păunaș ||| viață și cinste așa numit lotru , întreba pe soț lui ||| păunaș codru însă fi un lotru numai pentru om care nu ||| privi niciodată ca pe un lotru și , dimpotrivă , de"
Luncani,HAIRO_PopescuND_BoieriiHaiduci.txt,2,"pădure în apropiere de sat Luncani , întru un poiană unde ||| să ajunge mai curând la Luncani . — nu putea să"
Luncavița,HAIRO_IghelI_MoarteaSimionLicinsky.txt,2,"ce duce prin Câșla și Luncavița la Brăila . fată sine ||| , la biserică sat din Luncavița sine îngropa fată cel mai"
Macedonia,HAIRO_IstratiP_DomnitaSnagov.txt,1,un tîlhar de cuțovlah din Macedonia acela în care băștinașie stu
Macedonia,HAIRO_DumbravaB_Pandurul.txt,1,"din con stantinopol , din Macedonia si din Pelopones cel dintâi"
Mamaia,HAIRO_IghelI_MoarteaSimionLicinsky.txt,4,"duce de la Constanța la Mamaia . trebui să sine întîlni ||| duce de la Constanța la Mamaia . trebui să sine întîlni ||| duce ? — trece prin Mamaia . — sodiu ! . ||| din mână tâl-har ajunge la Mamaia chema pe Iane , și"
Mangalia,HAIRO_RosettiR_CuPalosul.txt,2,om sultan veni pănă la Mangalia după fată frumos . — ||| dâneașa la Mesembria sau la Mangalia . Ițic ține mult la
Maramureș,HAIRO_RosettiR_CuPalosul.txt,19,"delă Cuhnia , în comitat Maramureș sine primbla cu pas încet ||| Bogdan , voevod român din Maramureș . el fi urmaș un ||| fi singur , voevod românîn Maramureș . stăpânire lui fi foarte ||| Borșia , adică tot colț Maramureș cuprins între comitat de astăzi ||| dată sub banderiu fișpan de Maramureș ci avea steag meu și ||| fi voevod român din comitat Maramureș , adică mai mare peste ||| și , trece munte în Maramureș , intra în slujbă lui ||| cneaz . . . din Maramureș . . . dar oare ||| în grabă , ajunge în Maramureș odată cu păgână , lua ||| numi pe voevod Bogdan din Maramureș , pe care el rădica ||| pentru un cneaz vesti dân Maramureș : Bogdan da la Cuhnia ||| la Moldova , da la Maramureș da la Olt . cu ||| socoti el , în comitat Maramureș , ieși în acel al ||| vice-voevod vreme să trima în Maramureș oșt spre a împiedeca orice ||| să pleca de sârg în Maramureș spre a înăbuși orice încercare ||| sine înțălege cu fișpăn de Maramureș și că în loc lui ||| gând să rădica pe Româniidin Maramureș spre a întemeia în Moldova ||| . niște cioban român din Maramureș alerga și da de veste ||| de ung trece prin munte Maramureș și fi gata să sine"
Măcin,HAIRO_IghelI_MoarteaSimionLicinsky.txt,2,"aicea . Timofteiu pleca spre Măcin unde găsi pe ad-ministrator Murgulescu ||| pe șosea ce duce la Măcin , sine în-tâlni cu trei"
Măcin,HAIRO_PopescuND_BujorHaiducul.txt,8,"nou pe pașa de la Măcin cu ordin da cere de ||| țară lui pașă de la Măcin frecuș ce el avea trage ||| scrisorie știut pas de la Măcin . trei zi după plecare ||| cu curier ce trămite la Măcin că intra fără veste în ||| veni tocmai din Anadol la Măcin și de la Macin aici ||| de cât pașă de la Măcin plânge sine de purtare om ||| om seu avea remate la Măcin pregăti de plecare , dar ||| trămite la pașă de la Măcin , el avea lua scrisorie"
Măgheruș,HAIRO_RosettiR_CuPalosul.txt,1,"român fără veste , sub Măgheruș , și că puțin din"
Mărgineni,HAIRO_DumbravaB_Pandurul.txt,1,", surghiuni la moșie lui Mărgineni . în pădure de stejar"
Mărgineni,HAIRO_PopescuND_IancuJianuCapitan.txt,1,sfinție tău ? — dela Mărgineni ; dar d-ta ? —
Mărgineni,HAIRO_Anonim_GruiaMereanu.txt,1,drum ce duce din sat Mărgineni eșeua doi om învălui în
Mărgineni,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,1,trimite în surghinie lă mănăstire Mărgineni ; dar rău nu sine
Mărgineni,HAIRO_MatasaC_MovilaHaiducului.txt,1,"târg Bacăului sine jdla moșie Mărgineni , unde Stolniceasa Maria ,"
Milcov,HAIRO_PopescuND_CodreanulHaiducul.txt,2,"păcat meu acela de peste Milcov , răs-punde boer bucureștean ; ||| a fi de dincoace de Milcov . scia numai atât că"
Milcov,HAIRO_MacriP_Bostan.txt,1,BOSTAN HAIDUC de peste MILCOV DEPANAIT Petre MACRI ilustra cu
Milcov,HAIRO_RosettiR_CuPalosul.txt,1,"că ajutor vlădică catolic de Milcov , de care atârna tot"
Milcov,HAIRO_Anonim_GruiaMereanu.txt,3,"și grodă prin județ dinprejur milcov . nesătui de tot fel ||| care trebui să trece peste Milcov , avea să sosi peste ||| vorbi și până dincolo de Milcov . Gruia și Maria vorbi"
Milcov,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,1,"care azi , dincolo de Milcov , fi în floare ,"
Milcov,HAIRO_Anonim_CodreanuMareHaiducNational.txt,1,al România de dincoa de Milcov fi ocupa de niște domn
Milcov,HAIRO_StoenescuT_DragusinHaiducul.txt,1,", mai cu semă peste Milcov . acela ce avea trăi"
Mogoșoaia,HAIRO_PopescuND_TunsuCapitan.txt,1,"stângă și fi pe pod Mogoșoaia , dar nu putea să"
Mogoșoaia,HAIRO_MacriP_IoanTunsu.txt,3,păși puțin în spre pod Mogoșoaia și începe să cânta domn ||| doin haiducesc . în pod Mogoșoaia sine afla atunci casă ban ||| lua în sus pe pod Mogoșoaia . — avea acum ban
Mogoșoaia,HAIRO_PopescuND_MiulHaiducul.txt,1,și să îndrepta spre barieră Mogoșoaia . pe la prânz caravană
Mogoșoaia,HAIRO_Anonim_RuxandraHaiduciasa.txt,1,". lua el pe uliță Mogoșoaia , urma drum spre drăgășan"
Moinești,HAIRO_PopescuND_BoieriiHaiduci.txt,1,"șerb , sau pe la Moinești sau prin alt cale numai"
Moinești,HAIRO_PopescuND_BujorHaiducul.txt,1,"Mărului în Muntenia , la Moinești și Agafton la eu dincoa"
Moldova,HAIRO_PopescuND_CodreanulHaiducul.txt,26,", domn al ardeal , Moldova și țărei românesc . . ||| , pe când domni în Moldova Scarlat Calimache și în țară ||| puie de potăr-niche peste tot Moldova și țară românesc , dacă ||| acesta în cea-altă și din Moldova în țară ro-mânesc , fără ||| de voinicie coprinde tot suprafață Moldova și țară românesc ! . ||| sine avea petrece și în Moldova de sus și în parte ||| munte . ieară românesc și Moldova fi vesti un dată ca ||| Vrancei și al băcău în Moldova , pe unde pășune fi ||| duce colea , colindă tot Moldova , dar nu da de ||| . tu vinde că în Moldova nu sine găsi cal după ||| lui . Așa dar guvern Moldova intra în înțelegere cu acela ||| sat Petroasa vecin cu fruntarie Moldova . gură rău pretinde că ||| , fi dincolo de graniță Moldova . — ce fel acesta ||| CODREANU ? lui Codreanu în Moldova treabă el merge eu bine ||| an și nouă lună în Moldova mai nesupărat de poteră și ||| , ci mai mult prin Moldova lui , prin loc ilustra ||| în țară românesc și în Moldova . el nu sine sinchisi ||| ; stăpân de moșie din Moldova sta pe la țară și ||| avea pleca să tu sita Moldova de plăcere și el ruga ||| îndrepta el cale spre capitală Moldova , unde sine pune la ||| pe hoț , fie în Moldova fie în țară ro-mânesc ? ||| el sine retrage definitiv în Moldova și Strunga movilău din vecinătate ||| eu avea pomeni în imină Moldova . "" acolo sfârși ce ||| , avea haiduci , prin Moldova avea aduna un stare far ||| și jupâ-neasă Sanda . în Moldova moștenire lui Codreanu în codru ||| în ghiar poteră . în Moldova ca și în țeară românesc"
Moldova,HAIRO_PopescuND_TunsuCapitan.txt,3,"țară ro-mânesc cât și în Moldova de niște agent al consul ||| și Iancu Sandu Sturdza în Moldova , intenție ca să zadarnici ||| codru din țară românesc și Moldova rămas pustiu , văduvă de"
Moldova,HAIRO_MacriP_IoanTunsu.txt,3,"Muntenia nu fi și capitală Moldova și sine afla întru un ||| de astăzi când trece prin Moldova , inimă tu sine umple ||| , dar chiar și în Moldova merge groază de nume lui"
Moldova,HAIRO_MarcuA_GhitaCatanuta.txt,1,"țară , năică și avea Moldova , căimăcan târg , sfetnic"
Moldova,HAIRO_IstratiP_DomnitaSnagov.txt,7,"în munteie tazlău , în Moldova . fi pentru prim oară ||| BISOCA ca să trece în Moldova nu avea de străbate decât ||| mai ales la eu în Moldova , unde caimacam uneltesta pe ||| nădăjdui să sine da scaun Moldova . treabă acesta fi pe ||| mai bogat femeie din țară Moldova , chiar el fi cu ||| nădejdea meu , dinspre parte Moldova , în tu șu în ||| chiar domnitor de azi al Moldova , unul dintre cel mai"
Moldova,HAIRO_MacriP_Bostan.txt,4,"an 1835 însă , în Moldova sine afla domn Mihaiî Stutza ||| scop a face din tot Moldova un proprietate al său , ||| mare privilegiu , căci domn Moldova nu vrea : avea nici ||| Constantinopol ; el veni în Moldova înrola acela printre om lui"
Moldova,HAIRO_PopescuND_IancuJianuZapciu.txt,1,fi răsni de so-ră meu Moldova mai deunăzi fi cuib tu-turor
Moldova,HAIRO_DumbravaB_Pandurul.txt,15,"de câtva lună , în Moldova și apoi în Muntenia ; ||| cu Mihail Soutzos , hospodar Moldova . căpitan Iordache și căminar ||| . Mihai Soutzos , hospodar Moldova , veni iu ajutor eteric ||| No-iemmbrie , el porni prin Moldova si Valahia , șu viu ||| , acela din dreaptă paj Moldova șu al Valachiei , căci ||| măreață și câmpulă întinde al Moldova și Muntenia . dimpotrivă Tudor ||| nu visa decât turburare în Moldova și Muntenia , ca să ||| , un ! locuitor al Moldova , că ceresc pronie tu ||| târî în acest pământ al Moldova și val ah lua , ||| binq în Muntenia ca în Moldova , ceeace stârni râset ironic ||| să afurisi pe răsculat din Moldova și din Muntenia . în ||| de seamă , pe hospodar Moldova Mihail Șuțu și pe Alexandru ||| acela delă Brăila intra în Moldova . Lassanis sine duce cu ||| care acuma el trimite în Moldova cu misiune , foarte puțin ||| făliți peste tot cu armă Moldova șu al Valahiei , el"
